page,country,rev_id,prediction,population,region
Chhay Tan,Cambodia,763968613.0,Stub,15.497,ASIA
Keat Chhon,Cambodia,765244120.0,Stub,15.497,ASIA
Ang Vong Vathana,Cambodia,765375452.0,Stub,15.497,ASIA
Keo Remy,Cambodia,766576352.0,Stub,15.497,ASIA
Sun Chanthol,Cambodia,766834612.0,Start,15.497,ASIA
Khieu Kanharith,Cambodia,766836319.0,Stub,15.497,ASIA
Chay Saing Yun,Cambodia,767217618.0,Stub,15.497,ASIA
Ek Sam Ol,Cambodia,767218020.0,Stub,15.497,ASIA
Ouk Rabun,Cambodia,767867369.0,Stub,15.497,ASIA
Hun Phoeung,Cambodia,768488633.0,Stub,15.497,ASIA
Nguon Nhel,Cambodia,769381746.0,Stub,15.497,ASIA
Khuon Sodary,Cambodia,769381831.0,Stub,15.497,ASIA
Sok Pheng,Cambodia,769447485.0,Stub,15.497,ASIA
Say Chhum,Cambodia,769929584.0,Stub,15.497,ASIA
Im Sothy,Cambodia,771408501.0,Stub,15.497,ASIA
Eng Chhai Eang,Cambodia,773103096.0,Stub,15.497,ASIA
Heng Pov,Cambodia,773157273.0,Start,15.497,ASIA
Him Chhem,Cambodia,773455924.0,Stub,15.497,ASIA
Ho Non,Cambodia,773694865.0,Stub,15.497,ASIA
Ho Vann,Cambodia,773695304.0,Stub,15.497,ASIA
Hul Savorn,Cambodia,774100291.0,Stub,15.497,ASIA
Pol Hom,Cambodia,776153762.0,Stub,15.497,ASIA
Thong Khon,Cambodia,777665222.0,Stub,15.497,ASIA
Hor Namhong,Cambodia,777765537.0,C,15.497,ASIA
Keo Saphal (Siem Reap politician),Cambodia,778675539.0,Stub,15.497,ASIA
Keo Saphal (Takeo politician),Cambodia,778675542.0,Stub,15.497,ASIA
Khek Vandy,Cambodia,778806364.0,Stub,15.497,ASIA
Khun Haing,Cambodia,778825745.0,Stub,15.497,ASIA
Khy Taing Lim,Cambodia,778830534.0,Stub,15.497,ASIA
Kimsour Phirith,Cambodia,778947267.0,Stub,15.497,ASIA
Kuoch Ky,Cambodia,779440080.0,Stub,15.497,ASIA
Kuoy Bunroeun,Cambodia,779441002.0,Stub,15.497,ASIA
Chou Bun Eng,Cambodia,779541149.0,Start,15.497,ASIA
Ke Sovannaroth,Cambodia,779541334.0,Stub,15.497,ASIA
Norodom Rattana Devi,Cambodia,779541359.0,Stub,15.497,ASIA
Norodom Vichara,Cambodia,779541415.0,Stub,15.497,ASIA
Nin Saphon,Cambodia,779541481.0,Stub,15.497,ASIA
Tioulong Saumura,Cambodia,779541578.0,Start,15.497,ASIA
Som Kimsuor,Cambodia,779541650.0,Stub,15.497,ASIA
Suy Sem,Cambodia,780608915.0,Stub,15.497,ASIA
Sourn Serey Ratha,Cambodia,780691538.0,Stub,15.497,ASIA
Ly Son,Cambodia,782622853.0,Stub,15.497,ASIA
Ly Thuch,Cambodia,782622857.0,Stub,15.497,ASIA
List of heads of state of Cambodia,Cambodia,782894395.0,C,15.497,ASIA
Son Sann,Cambodia,783107330.0,C,15.497,ASIA
Mam Bun Neang,Cambodia,783142781.0,Stub,15.497,ASIA
Chan Sarun,Cambodia,783239117.0,Stub,15.497,ASIA
Mao Monyvann,Cambodia,783294124.0,Stub,15.497,ASIA
Men Sam An,Cambodia,784442393.0,Stub,15.497,ASIA
Mey Norn,Cambodia,784629286.0,Stub,15.497,ASIA
Sok An,Cambodia,784962640.0,C,15.497,ASIA
Yem Sambaur,Cambodia,786198076.0,Start,15.497,ASIA
Yim Sovann,Cambodia,786409843.0,C,15.497,ASIA
Ek Yi Oun,Cambodia,786826707.0,Stub,15.497,ASIA
Lu Laysreng,Cambodia,787016670.0,Stub,15.497,ASIA
Math Ly,Cambodia,787260537.0,Stub,15.497,ASIA
Chem Widhya,Cambodia,787978108.0,Start,15.497,ASIA
Pa Socheatvong,Cambodia,788070748.0,Stub,15.497,ASIA
Governor of Phnom Penh,Cambodia,788070776.0,Stub,15.497,ASIA
Son Sen,Cambodia,788368060.0,C,15.497,ASIA
Pen Sovan,Cambodia,788398926.0,Start,15.497,ASIA
Sak Sutsakhan,Cambodia,788540352.0,C,15.497,ASIA
Amath Yashya,Cambodia,788758065.0,Stub,15.497,ASIA
Tong Siv Eng,Cambodia,788799479.0,Stub,15.497,ASIA
Norodom Chakrapong,Cambodia,788905950.0,GA,15.497,ASIA
Prak Sokhon,Cambodia,790023943.0,Start,15.497,ASIA
Khieu Samphan,Cambodia,792012094.0,C,15.497,ASIA
Sisowath Sirik Matak,Cambodia,792274582.0,C,15.497,ASIA
Sam Sary,Cambodia,792556486.0,Start,15.497,ASIA
Tou Samouth,Cambodia,792731504.0,Start,15.497,ASIA
Yun Yat,Cambodia,793218721.0,Stub,15.497,ASIA
Khieu Ponnary,Cambodia,793723115.0,Start,15.497,ASIA
Cham Prasidh,Cambodia,793746447.0,Start,15.497,ASIA
Ung Huot,Cambodia,794239262.0,Start,15.497,ASIA
Veng Sereyvuth,Cambodia,794714434.0,Stub,15.497,ASIA
Ieng Mouly,Cambodia,795214039.0,Stub,15.497,ASIA
Pou Sothirak,Cambodia,796696955.0,Stub,15.497,ASIA
Chea Sim,Cambodia,797224256.0,C,15.497,ASIA
Hu Nim,Cambodia,797444265.0,C,15.497,ASIA
Sim Var,Cambodia,797618265.0,Start,15.497,ASIA
Bin Chhin,Cambodia,797673057.0,Stub,15.497,ASIA
Sim Ka,Cambodia,798039997.0,Stub,15.497,ASIA
Hou Yuon,Cambodia,798241496.0,C,15.497,ASIA
Phiset Phanit,Cambodia,799124051.0,Stub,15.497,ASIA
Norodom Sihanouk,Cambodia,799302232.0,FA,15.497,ASIA
Pao Ham Phan,Cambodia,799453681.0,Stub,15.497,ASIA
Heng Samrin,Cambodia,799719505.0,Start,15.497,ASIA
Kang Kek Iew,Cambodia,799772448.0,C,15.497,ASIA
Leng Ngeth,Cambodia,800087187.0,Stub,15.497,ASIA
Spouse of the Prime Minister of Cambodia,Cambodia,800348414.0,Stub,15.497,ASIA
Nhiek Tioulong,Cambodia,801079233.0,Start,15.497,ASIA
Keo Puth Rasmey,Cambodia,801523347.0,Stub,15.497,ASIA
Khem Veasna,Cambodia,802456666.0,C,15.497,ASIA
Tea Banh,Cambodia,802643748.0,Start,15.497,ASIA
Ieng Sary,Cambodia,802839704.0,C,15.497,ASIA
Son Ngoc Minh,Cambodia,803084525.0,Start,15.497,ASIA
List of monarchs of Cambodia,Cambodia,803230439.0,C,15.497,ASIA
Ran Serey Leakhena,Cambodia,803481048.0,Stub,15.497,ASIA
Lon Non,Cambodia,803936929.0,C,15.497,ASIA
Lon Nil,Cambodia,803936986.0,Start,15.497,ASIA
Mu Sochua,Cambodia,804631223.0,C,15.497,ASIA
Penn Nouth,Cambodia,804717865.0,Start,15.497,ASIA
Hang Chuon Naron,Cambodia,804785628.0,Start,15.497,ASIA
Hong Sun Huot,Cambodia,805459200.0,Stub,15.497,ASIA
Sam Rainsy,Cambodia,805740662.0,C,15.497,ASIA
Nuon Chea,Cambodia,805876135.0,C,15.497,ASIA
Kao Kim Hourn,Cambodia,805905770.0,B,15.497,ASIA
Ieng Thirith,Cambodia,806833311.0,C,15.497,ASIA
Chau Sen Cocsal Chhum,Cambodia,806931313.0,C,15.497,ASIA
Sar Kheng,Cambodia,806997998.0,GA,15.497,ASIA
Aun Pornmoniroth,Cambodia,807003284.0,Start,15.497,ASIA
Lon Nol,Cambodia,807025761.0,GA,15.497,ASIA
Robert Douglas Cook,Canada,401577829.0,Stub,38.19,NORTHERN AMERICA
List of Canadian incumbents by year,Canada,477962574.0,Stub,38.19,NORTHERN AMERICA
List of 2009 Canadian incumbents,Canada,632008524.0,Start,38.19,NORTHERN AMERICA
Rossy Barbour,Canada,653527941.0,Stub,38.19,NORTHERN AMERICA
Les Scheininger,Canada,667821864.0,C,38.19,NORTHERN AMERICA
Patrick Canning,Canada,667873261.0,Start,38.19,NORTHERN AMERICA
Gerald Hill (politician),Canada,670917017.0,Stub,38.19,NORTHERN AMERICA
John R. O'Dea,Canada,670971940.0,Stub,38.19,NORTHERN AMERICA
Samuel J. Hefferton,Canada,671122320.0,Start,38.19,NORTHERN AMERICA
Alexander Dunphy,Canada,676610041.0,Stub,38.19,NORTHERN AMERICA
Gordon Dawe,Canada,676612108.0,Stub,38.19,NORTHERN AMERICA
Paul Thoms,Canada,676732644.0,Stub,38.19,NORTHERN AMERICA
Frederick B. Rowe,Canada,676734572.0,Stub,38.19,NORTHERN AMERICA
Allan Evans (politician),Canada,676782180.0,Stub,38.19,NORTHERN AMERICA
Luke Woodrow,Canada,676947124.0,Stub,38.19,NORTHERN AMERICA
William G. Patterson,Canada,677094551.0,Stub,38.19,NORTHERN AMERICA
Freeman White (politician),Canada,677724847.0,Stub,38.19,NORTHERN AMERICA
William J. MacNeil,Canada,677769770.0,Stub,38.19,NORTHERN AMERICA
John Collins (Canadian politician),Canada,679623758.0,Stub,38.19,NORTHERN AMERICA
Barry Hynes,Canada,680618797.0,Stub,38.19,NORTHERN AMERICA
Brendan Howard,Canada,684050793.0,Stub,38.19,NORTHERN AMERICA
Wilson Callan,Canada,684903534.0,Stub,38.19,NORTHERN AMERICA
Rod Moores,Canada,684903869.0,Stub,38.19,NORTHERN AMERICA
List of 2010 Canadian incumbents,Canada,688697227.0,Start,38.19,NORTHERN AMERICA
Harold Collins (Canadian politician),Canada,690205437.0,Stub,38.19,NORTHERN AMERICA
Speaker of the Legislative Assembly of the Province of Canada,Canada,691747234.0,Stub,38.19,NORTHERN AMERICA
"Rhinoceros Party of Canada candidates, 1980 Canadian federal election",Canada,698077739.0,Stub,38.19,NORTHERN AMERICA
David John Rankin,Canada,703226576.0,Stub,38.19,NORTHERN AMERICA
Robert Melville Smith,Canada,704136762.0,Stub,38.19,NORTHERN AMERICA
Myra Freeman,Canada,704516768.0,Start,38.19,NORTHERN AMERICA
Evelyn Shannon,Canada,705247791.0,Stub,38.19,NORTHERN AMERICA
George Little (Manitoba politician),Canada,705386024.0,Stub,38.19,NORTHERN AMERICA
Michael Rojeski,Canada,705436088.0,Stub,38.19,NORTHERN AMERICA
Gudmundur Fjelsted,Canada,705539849.0,Stub,38.19,NORTHERN AMERICA
Samuel Fletcher,Canada,705547266.0,Stub,38.19,NORTHERN AMERICA
John Crane (Canadian politician),Canada,706430270.0,Stub,38.19,NORTHERN AMERICA
Milton Peach,Canada,706597779.0,Stub,38.19,NORTHERN AMERICA
Claude Sheppard,Canada,706758502.0,Stub,38.19,NORTHERN AMERICA
Don Hollett,Canada,706934829.0,Stub,38.19,NORTHERN AMERICA
Art Reid,Canada,706942745.0,Stub,38.19,NORTHERN AMERICA
David Secord,Canada,707172907.0,Stub,38.19,NORTHERN AMERICA
Wally Firth,Canada,707297623.0,Stub,38.19,NORTHERN AMERICA
William R. Smallwood,Canada,707632311.0,Stub,38.19,NORTHERN AMERICA
C. Maxwell Lane,Canada,707684781.0,Stub,38.19,NORTHERN AMERICA
Charles Poulin,Canada,708179175.0,Stub,38.19,NORTHERN AMERICA
Pierre-Luc Paquette,Canada,708813010.0,Stub,38.19,NORTHERN AMERICA
Francis Badgley (merchant),Canada,708885126.0,Stub,38.19,NORTHERN AMERICA
Michel Sikyea,Canada,708967094.0,Start,38.19,NORTHERN AMERICA
List of 2003 Canadian incumbents,Canada,709329316.0,Start,38.19,NORTHERN AMERICA
List of 2004 Canadian incumbents,Canada,709329425.0,Start,38.19,NORTHERN AMERICA
List of 2002 Canadian incumbents,Canada,709407679.0,Start,38.19,NORTHERN AMERICA
List of 2001 Canadian incumbents,Canada,709407789.0,Start,38.19,NORTHERN AMERICA
List of 2000 Canadian incumbents,Canada,709408821.0,Start,38.19,NORTHERN AMERICA
List of 1999 Canadian incumbents,Canada,709408830.0,Start,38.19,NORTHERN AMERICA
List of 1998 Canadian incumbents,Canada,709408965.0,Start,38.19,NORTHERN AMERICA
Sonnee Cohen,Canada,709455764.0,Start,38.19,NORTHERN AMERICA
List of 1997 Canadian incumbents,Canada,709491780.0,Start,38.19,NORTHERN AMERICA
List of 1996 Canadian incumbents,Canada,709492005.0,Start,38.19,NORTHERN AMERICA
List of 1995 Canadian incumbents,Canada,709492007.0,Start,38.19,NORTHERN AMERICA
List of 1994 Canadian incumbents,Canada,709492025.0,Start,38.19,NORTHERN AMERICA
List of 1992 Canadian incumbents,Canada,709492105.0,Start,38.19,NORTHERN AMERICA
List of 1991 Canadian incumbents,Canada,709492467.0,Start,38.19,NORTHERN AMERICA
List of 1990 Canadian incumbents,Canada,709492558.0,Start,38.19,NORTHERN AMERICA
List of 2005 Canadian incumbents,Canada,709519440.0,Start,38.19,NORTHERN AMERICA
Cyril Keeper,Canada,710575028.0,C,38.19,NORTHERN AMERICA
Adam Aptowitzer,Canada,710619647.0,Stub,38.19,NORTHERN AMERICA
Yvon Picotte,Canada,710753764.0,Start,38.19,NORTHERN AMERICA
James Atebe,Canada,711104781.0,Start,38.19,NORTHERN AMERICA
List of 2007 Canadian incumbents,Canada,711603471.0,Start,38.19,NORTHERN AMERICA
Thomas Barnaby,Canada,712417981.0,Stub,38.19,NORTHERN AMERICA
Mark Evaloarjuk,Canada,712579431.0,Start,38.19,NORTHERN AMERICA
Jacques Bizard,Canada,712601441.0,Stub,38.19,NORTHERN AMERICA
Lawrence Martin (musician),Canada,712973728.0,C,38.19,NORTHERN AMERICA
Denis Viger,Canada,713249389.0,Stub,38.19,NORTHERN AMERICA
Aidan Maloney,Canada,713981300.0,Stub,38.19,NORTHERN AMERICA
Grafton Njootli,Canada,714172218.0,Stub,38.19,NORTHERN AMERICA
William Albert Boucher,Canada,714722019.0,Start,38.19,NORTHERN AMERICA
Marvin Gelber,Canada,715055224.0,Stub,38.19,NORTHERN AMERICA
Robert Robertson (politician),Canada,715359989.0,Stub,38.19,NORTHERN AMERICA
Maxime Lépine,Canada,716489196.0,Stub,38.19,NORTHERN AMERICA
Ambroise-Dydime Lépine,Canada,716690197.0,Stub,38.19,NORTHERN AMERICA
W. Garfield Case,Canada,716908156.0,B,38.19,NORTHERN AMERICA
Guy Williams (politician),Canada,716924009.0,Stub,38.19,NORTHERN AMERICA
May Birchard,Canada,716960979.0,Start,38.19,NORTHERN AMERICA
William Todd (1803–1873),Canada,717061600.0,Stub,38.19,NORTHERN AMERICA
Albert Planta,Canada,717154850.0,Stub,38.19,NORTHERN AMERICA
Jacques Viger (Member of the Assembly),Canada,717397656.0,Stub,38.19,NORTHERN AMERICA
Alexander Kennedy Isbister,Canada,717547859.0,Stub,38.19,NORTHERN AMERICA
Stuart Lyon Smith,Canada,717897492.0,Start,38.19,NORTHERN AMERICA
Michel Bénard,Canada,718265809.0,Stub,38.19,NORTHERN AMERICA
Maurice Laframboise,Canada,718852428.0,Start,38.19,NORTHERN AMERICA
James Isbister,Canada,719597828.0,Start,38.19,NORTHERN AMERICA
Jean-Charles Chapais,Canada,719598088.0,Start,38.19,NORTHERN AMERICA
List of 1993 Canadian incumbents,Canada,720131548.0,Start,38.19,NORTHERN AMERICA
List of 1989 Canadian incumbents,Canada,720131554.0,Start,38.19,NORTHERN AMERICA
List of 1988 Canadian incumbents,Canada,720131559.0,Start,38.19,NORTHERN AMERICA
List of 2008 Canadian incumbents,Canada,720133136.0,Start,38.19,NORTHERN AMERICA
John Judah Glass,Canada,720256444.0,Start,38.19,NORTHERN AMERICA
List of 1867 Canadian incumbents,Canada,721006116.0,Stub,38.19,NORTHERN AMERICA
Lazarus Phillips,Canada,721093245.0,Start,38.19,NORTHERN AMERICA
Samuel Hume Blake,Canada,721792566.0,Stub,38.19,NORTHERN AMERICA
Gilles Houde,Canada,722043055.0,Stub,38.19,NORTHERN AMERICA
Brenda Paris,Canada,723148572.0,C,38.19,NORTHERN AMERICA
Henry Judah,Canada,723249393.0,Stub,38.19,NORTHERN AMERICA
Rupert Bartlett,Canada,723252411.0,Stub,38.19,NORTHERN AMERICA
Peter Bercovitch,Canada,723253555.0,Start,38.19,NORTHERN AMERICA
Maurice Hartt,Canada,723253656.0,Start,38.19,NORTHERN AMERICA
Jerome Dinn,Canada,723271862.0,Stub,38.19,NORTHERN AMERICA
René Matteau,Canada,723308478.0,Stub,38.19,NORTHERN AMERICA
Tom Hickey (politician),Canada,723348093.0,Start,38.19,NORTHERN AMERICA
Myles Murray,Canada,723377038.0,Stub,38.19,NORTHERN AMERICA
Frederick Langdon Hubbard,Canada,723694660.0,Stub,38.19,NORTHERN AMERICA
Stephen Wallace (public servant),Canada,724068863.0,Stub,38.19,NORTHERN AMERICA
Harry Blank,Canada,724678615.0,Start,38.19,NORTHERN AMERICA
Hubert Kitchen,Canada,725395350.0,Stub,38.19,NORTHERN AMERICA
Uriah Strickland,Canada,725401345.0,Stub,38.19,NORTHERN AMERICA
Aubrey Gover,Canada,725401404.0,Stub,38.19,NORTHERN AMERICA
Alec Moores,Canada,725403647.0,Stub,38.19,NORTHERN AMERICA
Eugene Hiscock,Canada,725404809.0,Stub,38.19,NORTHERN AMERICA
H.R.V. Earle,Canada,725409378.0,Stub,38.19,NORTHERN AMERICA
Glenn Tobin,Canada,725417107.0,Stub,38.19,NORTHERN AMERICA
W. George Cross,Canada,726662002.0,Stub,38.19,NORTHERN AMERICA
François Beaulieu II,Canada,728457018.0,C,38.19,NORTHERN AMERICA
Alexander Macdonell of Greenfield,Canada,729104207.0,Stub,38.19,NORTHERN AMERICA
Steve Owens (politician),Canada,729767652.0,Start,38.19,NORTHERN AMERICA
Howard McCurdy,Canada,730002481.0,Start,38.19,NORTHERN AMERICA
Jeremy Akerman,Canada,730706462.0,C,38.19,NORTHERN AMERICA
Office-holders of Canada,Canada,730830430.0,Start,38.19,NORTHERN AMERICA
Louis Singer,Canada,733451024.0,Start,38.19,NORTHERN AMERICA
Edward Whelan (Canadian politician),Canada,734484063.0,Start,38.19,NORTHERN AMERICA
Wilfred McDonald,Canada,734799659.0,Start,38.19,NORTHERN AMERICA
Kevin Parsons Sr.,Canada,735721150.0,Stub,38.19,NORTHERN AMERICA
Hugh Twomey,Canada,735809835.0,Start,38.19,NORTHERN AMERICA
Alexander Grant Dallas,Canada,736826045.0,Stub,38.19,NORTHERN AMERICA
John L. Brown (Ontario politician),Canada,737118230.0,Stub,38.19,NORTHERN AMERICA
Jean Baptiste Wilkie,Canada,738242188.0,Start,38.19,NORTHERN AMERICA
Stanley Hall (politician),Canada,738943928.0,Stub,38.19,NORTHERN AMERICA
Samuel Genest,Canada,739134923.0,Start,38.19,NORTHERN AMERICA
David Berger (Canadian politician),Canada,740276158.0,Start,38.19,NORTHERN AMERICA
David Rotenberg,Canada,740276869.0,C,38.19,NORTHERN AMERICA
Aubrey Senior,Canada,740441527.0,Stub,38.19,NORTHERN AMERICA
Neil Fraser (civil servant),Canada,740482412.0,Stub,38.19,NORTHERN AMERICA
Thomas McKay (Northwest Territories politician),Canada,740863576.0,Start,38.19,NORTHERN AMERICA
Peter Fraser (Northwest Territories politician),Canada,740863717.0,Stub,38.19,NORTHERN AMERICA
Ron Ghitter,Canada,741266718.0,Start,38.19,NORTHERN AMERICA
Esau Schafer,Canada,742618365.0,Stub,38.19,NORTHERN AMERICA
Michael S. Martin,Canada,742989409.0,Stub,38.19,NORTHERN AMERICA
Wayne Jim,Canada,743342114.0,Stub,38.19,NORTHERN AMERICA
William Angus Dickson,Canada,743352732.0,Stub,38.19,NORTHERN AMERICA
James Laxer,Canada,743802406.0,Start,38.19,NORTHERN AMERICA
Robert Duncan Wilmot,Canada,743934426.0,Start,38.19,NORTHERN AMERICA
William Steeves,Canada,744260793.0,Start,38.19,NORTHERN AMERICA
List of Canadian ministries,Canada,744493549.0,Start,38.19,NORTHERN AMERICA
John Hamilton Gray (New Brunswick politician),Canada,744724453.0,Start,38.19,NORTHERN AMERICA
Lawrence Armstrong,Canada,744726413.0,Start,38.19,NORTHERN AMERICA
Peter Mitchell (politician),Canada,744887895.0,Start,38.19,NORTHERN AMERICA
George Benjamin (Orangeman),Canada,745111909.0,Start,38.19,NORTHERN AMERICA
Jean Alfred,Canada,745448033.0,Start,38.19,NORTHERN AMERICA
Moe Mantha Sr.,Canada,745453138.0,Start,38.19,NORTHERN AMERICA
Samuel Factor (Canadian politician),Canada,745678622.0,Start,38.19,NORTHERN AMERICA
Leon Crestohl,Canada,746467178.0,Start,38.19,NORTHERN AMERICA
Frederick E. Harrison,Canada,746471129.0,Start,38.19,NORTHERN AMERICA
Solomon Hart Green,Canada,746727879.0,Start,38.19,NORTHERN AMERICA
George T. Marsh,Canada,746891841.0,Stub,38.19,NORTHERN AMERICA
J. A. McCaul,Canada,746916216.0,Stub,38.19,NORTHERN AMERICA
John O'Neill (Canadian politician),Canada,747526324.0,Start,38.19,NORTHERN AMERICA
George Coles (politician),Canada,748140172.0,Start,38.19,NORTHERN AMERICA
John William Ritchie,Canada,749483611.0,Stub,38.19,NORTHERN AMERICA
Mickey Hennessy,Canada,749552058.0,Start,38.19,NORTHERN AMERICA
Jeff Rose,Canada,750062937.0,Start,38.19,NORTHERN AMERICA
Jacob Æmilius Irving,Canada,750436001.0,Start,38.19,NORTHERN AMERICA
John N. Anderson,Canada,751176274.0,Stub,38.19,NORTHERN AMERICA
Arthur S. Mifflin,Canada,751807970.0,Stub,38.19,NORTHERN AMERICA
Wallace House (politician),Canada,751987164.0,Start,38.19,NORTHERN AMERICA
Ernie Tate,Canada,752068111.0,Start,38.19,NORTHERN AMERICA
Yvon Dumont,Canada,753367995.0,C,38.19,NORTHERN AMERICA
James Cockburn (politician),Canada,753379799.0,Start,38.19,NORTHERN AMERICA
Firmin Monestime,Canada,755386512.0,Start,38.19,NORTHERN AMERICA
Elmer Knutson,Canada,756279684.0,Start,38.19,NORTHERN AMERICA
Ray Kingsmith,Canada,756291644.0,Start,38.19,NORTHERN AMERICA
David Smith (Quebec politician),Canada,756551426.0,Stub,38.19,NORTHERN AMERICA
Frantz Benjamin,Canada,756552638.0,Stub,38.19,NORTHERN AMERICA
Irving Gerstein,Canada,756554677.0,Start,38.19,NORTHERN AMERICA
Jonathan Valois,Canada,756555976.0,Stub,38.19,NORTHERN AMERICA
Leo Kolber,Canada,756556561.0,Start,38.19,NORTHERN AMERICA
Ovid Jackson,Canada,756558693.0,Stub,38.19,NORTHERN AMERICA
Richard Marceau,Canada,756570254.0,Start,38.19,NORTHERN AMERICA
Russell Copeman,Canada,756570822.0,Start,38.19,NORTHERN AMERICA
Yoine Goldstein,Canada,756572403.0,Start,38.19,NORTHERN AMERICA
Keith Goulet,Canada,756574108.0,Stub,38.19,NORTHERN AMERICA
Ovide Alakannuark,Canada,756585976.0,Stub,38.19,NORTHERN AMERICA
Ron Elliott (politician),Canada,756585982.0,Stub,38.19,NORTHERN AMERICA
David Iqaqrialu,Canada,756585983.0,Stub,38.19,NORTHERN AMERICA
Patterk Netser,Canada,756585988.0,Stub,38.19,NORTHERN AMERICA
Donald Havioyak,Canada,756585989.0,Stub,38.19,NORTHERN AMERICA
Kevin O'Brien (Nunavut politician),Canada,756585996.0,Start,38.19,NORTHERN AMERICA
Samuel Nuqingaq,Canada,756585998.0,Start,38.19,NORTHERN AMERICA
Daniel Shewchuk,Canada,756585999.0,Stub,38.19,NORTHERN AMERICA
Hezakiah Oshutapik,Canada,756586002.0,Stub,38.19,NORTHERN AMERICA
David Chudnovsky (politician),Canada,756587157.0,Start,38.19,NORTHERN AMERICA
Doug Oldford,Canada,756587370.0,Stub,38.19,NORTHERN AMERICA
Kevin Menicoche,Canada,756588884.0,Stub,38.19,NORTHERN AMERICA
Lindsay Blackett,Canada,756588999.0,Start,38.19,NORTHERN AMERICA
Stelman Flynn,Canada,756591021.0,Stub,38.19,NORTHERN AMERICA
Anita Neville,Canada,756764820.0,Start,38.19,NORTHERN AMERICA
Erminie Cohen,Canada,756793754.0,Start,38.19,NORTHERN AMERICA
Monique Richard,Canada,756827167.0,Stub,38.19,NORTHERN AMERICA
Vivian Barbot,Canada,756833298.0,Start,38.19,NORTHERN AMERICA
Walt Secord,Canada,756994842.0,Stub,38.19,NORTHERN AMERICA
Esther Shiner,Canada,757340941.0,B,38.19,NORTHERN AMERICA
Peter Kilabuk,Canada,757841167.0,Stub,38.19,NORTHERN AMERICA
Steve Mantis,Canada,758196830.0,C,38.19,NORTHERN AMERICA
Thomas Malone (politician),Canada,758368304.0,Start,38.19,NORTHERN AMERICA
Pierre Sévigny,Canada,758498194.0,Start,38.19,NORTHERN AMERICA
Vance Badawey,Canada,758814005.0,Start,38.19,NORTHERN AMERICA
Joseph Cohen,Canada,759068429.0,Stub,38.19,NORTHERN AMERICA
Edward Barron Chandler,Canada,759216527.0,Start,38.19,NORTHERN AMERICA
Christin Milloy,Canada,759365933.0,Start,38.19,NORTHERN AMERICA
Gerry Organ,Canada,759441852.0,Stub,38.19,NORTHERN AMERICA
Jobie Nutarak,Canada,760183672.0,Stub,38.19,NORTHERN AMERICA
Cuthbert Grant,Canada,760716476.0,C,38.19,NORTHERN AMERICA
Samuel Leonard Tilley,Canada,760733809.0,C,38.19,NORTHERN AMERICA
Norman Yakeleya,Canada,761104451.0,Stub,38.19,NORTHERN AMERICA
Edward Palmer (Canadian politician),Canada,761604965.0,Start,38.19,NORTHERN AMERICA
André-Gilles Fortin,Canada,761630386.0,Stub,38.19,NORTHERN AMERICA
Stanley G. Grizzle,Canada,761737356.0,Start,38.19,NORTHERN AMERICA
Janine Krieber,Canada,762182031.0,Start,38.19,NORTHERN AMERICA
J. Trevor Morgan,Canada,763591385.0,Stub,38.19,NORTHERN AMERICA
Robert B. Dickey,Canada,763667690.0,Start,38.19,NORTHERN AMERICA
Elizabeth Ball,Canada,764121172.0,Start,38.19,NORTHERN AMERICA
Edgar Leduc,Canada,764210531.0,C,38.19,NORTHERN AMERICA
Eric Berntson,Canada,764319651.0,Start,38.19,NORTHERN AMERICA
Alvin Curling,Canada,764712203.0,C,38.19,NORTHERN AMERICA
Charles Nolin,Canada,764751927.0,Stub,38.19,NORTHERN AMERICA
Don Luzzi,Canada,764911059.0,Start,38.19,NORTHERN AMERICA
Moses Appaqaq,Canada,764967572.0,Stub,38.19,NORTHERN AMERICA
Laurier LaPierre,Canada,765860301.0,Start,38.19,NORTHERN AMERICA
Thomas McNabb,Canada,765882998.0,Stub,38.19,NORTHERN AMERICA
Richard Kroft,Canada,766192534.0,Start,38.19,NORTHERN AMERICA
William Cecil Ross,Canada,766256645.0,Start,38.19,NORTHERN AMERICA
John Christian Schultz,Canada,766314013.0,C,38.19,NORTHERN AMERICA
Lawrence Bergman,Canada,766389101.0,Start,38.19,NORTHERN AMERICA
Saul Polo,Canada,766438067.0,Stub,38.19,NORTHERN AMERICA
Marc Tanguay,Canada,766439638.0,Stub,38.19,NORTHERN AMERICA
Henri Bourassa,Canada,766910246.0,C,38.19,NORTHERN AMERICA
Kathryn Cholette,Canada,767393654.0,Stub,38.19,NORTHERN AMERICA
Marie Tifo,Canada,768559614.0,Start,38.19,NORTHERN AMERICA
Scott Reid (Newfoundland and Labrador politician),Canada,768764874.0,Stub,38.19,NORTHERN AMERICA
David Shepherd (Canadian politician),Canada,768786587.0,Stub,38.19,NORTHERN AMERICA
Bob Lagassé,Canada,768810456.0,Stub,38.19,NORTHERN AMERICA
